,Section,Paragraph,algo_score_raw
0,abstract,0,0.20800834894180298
1,abstract,0,0.20800834894180298
2,abstract,0,0.20800834894180298
3,abstract,0,0.20800834894180298
4,abstract,0,0.20800834894180298
5,abstract,0,0.20800834894180298
6,abstract,0,0.20800834894180298
7,abstract,0,0.20800834894180298
8,abstract,0,0.20800834894180298
9,abstract,0,0.20800834894180298
10,abstract,0,0.20800834894180298
11,abstract,0,0.20800834894180298
12,abstract,0,0.20800834894180298
13,abstract,0,0.20800834894180298
14,abstract,0,0.20800834894180298
15,abstract,0,0.20800834894180298
16,abstract,0,0.20800834894180298
17,abstract,0,0.20800834894180298
18,abstract,0,0.20800834894180298
19,abstract,0,0.20800834894180298
20,abstract,0,0.20800834894180298
21,abstract,0,0.20800834894180298
22,abstract,0,0.20800834894180298
23,abstract,0,0.20800834894180298
24,abstract,0,0.20800834894180298
25,abstract,0,0.20800834894180298
26,abstract,0,0.20800834894180298
27,abstract,0,0.20800834894180298
28,abstract,0,0.20800834894180298
29,abstract,0,0.20800834894180298
30,abstract,0,0.20800834894180298
31,abstract,0,0.20800834894180298
32,abstract,0,0.20800834894180298
33,abstract,0,0.20800834894180298
34,abstract,0,0.20800834894180298
35,abstract,0,0.20800834894180298
36,abstract,0,0.20800834894180298
37,abstract,0,0.20800834894180298
38,abstract,0,0.20800834894180298
39,abstract,0,0.20800834894180298
40,abstract,0,0.20800834894180298
41,abstract,0,0.20800834894180298
42,abstract,0,0.20800834894180298
43,abstract,0,0.20800834894180298
44,abstract,0,0.20800834894180298
45,abstract,0,0.20800834894180298
46,introduction,0,0.04821518808603287
47,introduction,1,0.08840207755565643
48,introduction,2,0.0213118027895689
49,introduction,3,0.5991823673248291
50,introduction,4,0.3607200086116791
51,introduction,0,0.04821518808603287
52,introduction,1,0.08840207755565643
53,introduction,2,0.0213118027895689
54,introduction,3,0.5991823673248291
55,introduction,4,0.3607200086116791
56,introduction,0,0.04821518808603287
57,introduction,1,0.08840207755565643
58,introduction,2,0.0213118027895689
59,introduction,3,0.5991823673248291
60,introduction,4,0.3607200086116791
61,introduction,0,0.04821518808603287
62,introduction,1,0.08840207755565643
63,introduction,2,0.0213118027895689
64,introduction,3,0.5991823673248291
65,introduction,4,0.3607200086116791
66,introduction,0,0.04821518808603287
67,introduction,1,0.08840207755565643
68,introduction,2,0.0213118027895689
69,introduction,3,0.5991823673248291
70,introduction,4,0.3607200086116791
71,introduction,0,0.04821518808603287
72,introduction,1,0.08840207755565643
73,introduction,2,0.0213118027895689
74,introduction,3,0.5991823673248291
75,introduction,4,0.3607200086116791
76,introduction,0,0.04821518808603287
77,introduction,1,0.08840207755565643
78,introduction,2,0.0213118027895689
79,introduction,3,0.5991823673248291
80,introduction,4,0.3607200086116791
81,introduction,0,0.04821518808603287
82,introduction,1,0.08840207755565643
83,introduction,2,0.0213118027895689
84,introduction,3,0.5991823673248291
85,introduction,4,0.3607200086116791
86,introduction,0,0.04821518808603287
87,introduction,1,0.08840207755565643
88,introduction,2,0.0213118027895689
89,introduction,3,0.5991823673248291
90,introduction,4,0.3607200086116791
91,introduction,0,0.04821518808603287
92,related_work,0,0.3054211735725403
93,related_work,1,0.9587792158126831
94,related_work,2,0.4843083918094635
95,related_work,3,0.11347587406635284
96,related_work,0,0.3054211735725403
97,related_work,1,0.9587792158126831
98,related_work,2,0.4843083918094635
99,related_work,3,0.11347587406635284
100,related_work,0,0.3054211735725403
101,related_work,1,0.9587792158126831
102,related_work,2,0.4843083918094635
103,related_work,3,0.11347587406635284
104,related_work,0,0.3054211735725403
105,related_work,1,0.9587792158126831
106,related_work,2,0.4843083918094635
107,related_work,3,0.11347587406635284
108,related_work,0,0.3054211735725403
109,related_work,1,0.9587792158126831
110,related_work,2,0.4843083918094635
111,related_work,3,0.11347587406635284
112,related_work,0,0.3054211735725403
113,related_work,1,0.9587792158126831
114,related_work,2,0.4843083918094635
115,related_work,3,0.11347587406635284
116,related_work,0,0.3054211735725403
117,related_work,1,0.9587792158126831
118,related_work,2,0.4843083918094635
119,related_work,3,0.11347587406635284
120,related_work,0,0.3054211735725403
121,related_work,1,0.9587792158126831
122,related_work,2,0.4843083918094635
123,related_work,3,0.11347587406635284
124,related_work,0,0.3054211735725403
125,related_work,1,0.9587792158126831
126,related_work,2,0.4843083918094635
127,related_work,3,0.11347587406635284
128,related_work,0,0.3054211735725403
129,related_work,1,0.9587792158126831
130,related_work,2,0.4843083918094635
131,related_work,3,0.11347587406635284
132,related_work,0,0.3054211735725403
133,related_work,1,0.9587792158126831
134,related_work,2,0.4843083918094635
135,related_work,3,0.11347587406635284
136,related_work,0,0.3054211735725403
137,related_work,1,0.9587792158126831
138,background,0,0.0014753476716578007
139,background,1,0.1893164962530136
140,background,2,0.18900252878665924
141,background,3,0.08468984067440033
142,background,4,0.12951205670833588
143,background,5,0.009070786647498608
144,background,0,0.0014753476716578007
145,background,1,0.1893164962530136
146,background,2,0.18900252878665924
147,background,3,0.08468984067440033
148,background,4,0.12951205670833588
149,background,5,0.009070786647498608
150,background,0,0.0014753476716578007
151,background,1,0.1893164962530136
152,background,2,0.18900252878665924
153,background,3,0.08468984067440033
154,background,4,0.12951205670833588
155,background,5,0.009070786647498608
156,background,0,0.0014753476716578007
157,background,1,0.1893164962530136
158,background,2,0.18900252878665924
159,background,3,0.08468984067440033
160,background,4,0.12951205670833588
161,background,5,0.009070786647498608
162,background,0,0.0014753476716578007
163,background,1,0.1893164962530136
164,background,2,0.18900252878665924
165,background,3,0.08468984067440033
166,background,4,0.12951205670833588
167,background,5,0.009070786647498608
168,background,0,0.0014753476716578007
169,background,1,0.1893164962530136
170,background,2,0.18900252878665924
171,background,3,0.08468984067440033
172,background,4,0.12951205670833588
173,background,5,0.009070786647498608
174,background,0,0.0014753476716578007
175,background,1,0.1893164962530136
176,background,2,0.18900252878665924
177,background,3,0.08468984067440033
178,background,4,0.12951205670833588
179,background,5,0.009070786647498608
180,background,0,0.0014753476716578007
181,background,1,0.1893164962530136
182,background,2,0.18900252878665924
183,background,3,0.08468984067440033
184,methodology,0,0.09104473143815994
185,methodology,1,0.17313696444034576
186,methodology,2,0.15627242624759674
187,methodology,3,0.6293400526046753
188,methodology,4,0.0015426906757056713
189,methodology,5,0.7513564825057983
190,methodology,6,0.18269804120063782
191,methodology,0,0.09104473143815994
192,methodology,1,0.17313696444034576
193,methodology,2,0.15627242624759674
194,methodology,3,0.6293400526046753
195,methodology,4,0.0015426906757056713
196,methodology,5,0.7513564825057983
197,methodology,6,0.18269804120063782
198,methodology,0,0.09104473143815994
199,methodology,1,0.17313696444034576
200,methodology,2,0.15627242624759674
201,methodology,3,0.6293400526046753
202,methodology,4,0.0015426906757056713
203,methodology,5,0.7513564825057983
204,methodology,6,0.18269804120063782
205,methodology,0,0.09104473143815994
206,methodology,1,0.17313696444034576
207,methodology,2,0.15627242624759674
208,methodology,3,0.6293400526046753
209,methodology,4,0.0015426906757056713
210,methodology,5,0.7513564825057983
211,methodology,6,0.18269804120063782
212,methodology,0,0.09104473143815994
213,methodology,1,0.17313696444034576
214,methodology,2,0.15627242624759674
215,methodology,3,0.6293400526046753
216,methodology,4,0.0015426906757056713
217,methodology,5,0.7513564825057983
218,methodology,6,0.18269804120063782
219,methodology,0,0.09104473143815994
220,methodology,1,0.17313696444034576
221,methodology,2,0.15627242624759674
222,methodology,3,0.6293400526046753
223,methodology,4,0.0015426906757056713
224,methodology,5,0.7513564825057983
225,methodology,6,0.18269804120063782
226,methodology,0,0.09104473143815994
227,methodology,1,0.17313696444034576
228,methodology,2,0.15627242624759674
229,methodology,3,0.6293400526046753
230,findings,0,0.08818859606981277
231,findings,1,0.6385364532470703
232,findings,2,0.06773493438959122
233,findings,3,0.01691555790603161
234,findings,4,0.012171478942036629
235,findings,5,0.7005001306533813
236,findings,6,0.7683400511741638
237,findings,7,0.8342950344085693
238,findings,8,0.04710395634174347
239,findings,9,0.7798478603363037
240,findings,10,0.9964356422424316
241,findings,11,0.39206662774086
242,findings,12,0.9231270551681519
243,findings,13,0.701501727104187
244,findings,14,0.2921919524669647
245,findings,15,0.12506504356861115
246,findings,16,0.6135267615318298
247,findings,17,0.10505011677742004
248,findings,18,0.6186762452125549
249,findings,19,0.9456068277359009
250,findings,20,0.9359137415885925
251,findings,21,0.07688739895820618
252,findings,22,0.4068775773048401
253,findings,23,0.41707175970077515
254,findings,24,0.9651857018470764
255,findings,25,0.244809091091156
256,findings,26,0.6446877717971802
257,findings,27,0.9208165407180786
258,findings,28,0.5092730522155762
259,findings,29,0.6924265623092651
260,findings,30,0.8498613238334656
261,findings,31,0.38486647605895996
262,findings,32,0.7309117317199707
263,findings,33,0.2344365119934082
264,findings,34,0.8757588267326355
265,findings,35,0.9779350161552429
266,findings,36,0.06275984644889832
267,findings,37,0.02210109680891037
268,findings,38,0.9726471304893494
269,findings,39,0.9554067850112915
270,findings,40,0.8391948342323303
271,findings,41,0.8925795555114746
272,findings,42,0.9161173105239868
273,findings,43,0.7266454696655273
274,findings,44,0.5949956178665161
275,findings,45,0.013192497193813324
276,discussion,0,0.2919003367424011
277,discussion,1,0.3075368404388428
278,discussion,2,0.9290492534637451
279,discussion,3,0.2625257074832916
280,discussion,4,0.323609322309494
281,discussion,5,0.6666806936264038
282,discussion,6,0.24684183299541473
283,discussion,7,0.27148503065109253
284,discussion,8,0.9791976809501648
285,discussion,0,0.2919003367424011
286,discussion,1,0.3075368404388428
287,discussion,2,0.9290492534637451
288,discussion,3,0.2625257074832916
289,discussion,4,0.323609322309494
290,discussion,5,0.6666806936264038
291,discussion,6,0.24684183299541473
292,discussion,7,0.27148503065109253
293,discussion,8,0.9791976809501648
294,discussion,0,0.2919003367424011
295,discussion,1,0.3075368404388428
296,discussion,2,0.9290492534637451
297,discussion,3,0.2625257074832916
298,discussion,4,0.323609322309494
299,discussion,5,0.6666806936264038
300,discussion,6,0.24684183299541473
301,discussion,7,0.27148503065109253
302,discussion,8,0.9791976809501648
303,discussion,0,0.2919003367424011
304,discussion,1,0.3075368404388428
305,discussion,2,0.9290492534637451
306,discussion,3,0.2625257074832916
307,discussion,4,0.323609322309494
308,discussion,5,0.6666806936264038
309,discussion,6,0.24684183299541473
310,discussion,7,0.27148503065109253
311,discussion,8,0.9791976809501648
312,discussion,0,0.2919003367424011
313,discussion,1,0.3075368404388428
314,discussion,2,0.9290492534637451
315,discussion,3,0.2625257074832916
316,discussion,4,0.323609322309494
317,discussion,5,0.6666806936264038
318,discussion,6,0.24684183299541473
319,discussion,7,0.27148503065109253
320,discussion,8,0.9791976809501648
321,discussion,0,0.2919003367424011
322,conclusion,0,0.5169563293457031
323,conclusion,1,0.18154744803905487
324,conclusion,0,0.5169563293457031
325,conclusion,1,0.18154744803905487
326,conclusion,0,0.5169563293457031
327,conclusion,1,0.18154744803905487
328,conclusion,0,0.5169563293457031
329,conclusion,1,0.18154744803905487
330,conclusion,0,0.5169563293457031
331,conclusion,1,0.18154744803905487
332,conclusion,0,0.5169563293457031
333,conclusion,1,0.18154744803905487
334,conclusion,0,0.5169563293457031
335,conclusion,1,0.18154744803905487
336,conclusion,0,0.5169563293457031
337,conclusion,1,0.18154744803905487
338,conclusion,0,0.5169563293457031
339,conclusion,1,0.18154744803905487
340,conclusion,0,0.5169563293457031
341,conclusion,1,0.18154744803905487
342,conclusion,0,0.5169563293457031
343,conclusion,1,0.18154744803905487
344,conclusion,0,0.5169563293457031
345,conclusion,1,0.18154744803905487
346,conclusion,0,0.5169563293457031
347,conclusion,1,0.18154744803905487
348,conclusion,0,0.5169563293457031
349,conclusion,1,0.18154744803905487
350,conclusion,0,0.5169563293457031
351,conclusion,1,0.18154744803905487
352,conclusion,0,0.5169563293457031
353,conclusion,1,0.18154744803905487
354,conclusion,0,0.5169563293457031
355,conclusion,1,0.18154744803905487
356,conclusion,0,0.5169563293457031
357,conclusion,1,0.18154744803905487
358,conclusion,0,0.5169563293457031
359,conclusion,1,0.18154744803905487
360,conclusion,0,0.5169563293457031
361,conclusion,1,0.18154744803905487
362,conclusion,0,0.5169563293457031
363,conclusion,1,0.18154744803905487
364,conclusion,0,0.5169563293457031
365,conclusion,1,0.18154744803905487
366,conclusion,0,0.5169563293457031
367,conclusion,1,0.18154744803905487
