,Section,Paragraph,algo_score_raw
0,abstract,0,0.3297289311885834
1,abstract,0,0.3297289311885834
2,abstract,0,0.3297289311885834
3,abstract,0,0.3297289311885834
4,abstract,0,0.3297289311885834
5,abstract,0,0.3297289311885834
6,abstract,0,0.3297289311885834
7,abstract,0,0.3297289311885834
8,abstract,0,0.3297289311885834
9,abstract,0,0.3297289311885834
10,abstract,0,0.3297289311885834
11,abstract,0,0.3297289311885834
12,abstract,0,0.3297289311885834
13,abstract,0,0.3297289311885834
14,abstract,0,0.3297289311885834
15,abstract,0,0.3297289311885834
16,abstract,0,0.3297289311885834
17,introduction,0,0.3809005618095398
18,introduction,1,0.6305935382843018
19,introduction,2,0.6107378005981445
20,introduction,0,0.3809005618095398
21,introduction,1,0.6305935382843018
22,introduction,2,0.6107378005981445
23,introduction,0,0.3809005618095398
24,introduction,1,0.6305935382843018
25,introduction,2,0.6107378005981445
26,introduction,0,0.3809005618095398
27,introduction,1,0.6305935382843018
28,introduction,2,0.6107378005981445
29,introduction,0,0.3809005618095398
30,introduction,1,0.6305935382843018
31,introduction,2,0.6107378005981445
32,introduction,0,0.3809005618095398
33,introduction,1,0.6305935382843018
34,related_work,0,0.4000926613807678
35,related_work,1,0.5462483167648315
36,related_work,2,0.6029077172279358
37,related_work,3,0.6501318216323853
38,related_work,4,0.4429986774921417
39,related_work,5,0.5839028358459473
40,related_work,6,0.3795856237411499
41,related_work,7,0.3734019696712494
42,related_work,8,0.7409194707870483
43,related_work,9,0.4507521688938141
44,related_work,10,0.4186634421348572
45,related_work,11,0.7958182692527771
46,related_work,0,0.4000926613807678
47,related_work,1,0.5462483167648315
48,related_work,2,0.6029077172279358
49,related_work,3,0.6501318216323853
50,related_work,4,0.4429986774921417
51,experimental_setup,0,0.109711654484272
52,experimental_setup,1,0.8448786735534668
53,experimental_setup,2,0.5348104238510132
54,experimental_setup,3,0.7495675683021545
55,experimental_setup,4,0.31425970792770386
56,experimental_setup,5,0.4382852613925934
57,experimental_setup,6,0.5792368650436401
58,experimental_setup,7,0.556648850440979
59,experimental_setup,8,0.9071133732795715
60,experimental_setup,9,0.7684535384178162
61,experimental_setup,10,0.43864697217941284
62,experimental_setup,11,0.5264430046081543
63,experimental_setup,12,0.5715320706367493
64,experimental_setup,13,0.7752852439880371
65,experimental_setup,14,0.3603684604167938
66,experimental_setup,15,0.6535916328430176
67,experimental_setup,0,0.109711654484272
68,results,0,0.48175108432769775
69,results,1,0.1608889400959015
70,results,2,0.32608744502067566
71,results,3,0.5996543765068054
72,results,4,0.3236681818962097
73,results,5,0.24259783327579498
74,results,6,0.8332180380821228
75,results,7,0.7748855948448181
76,results,8,0.6924809217453003
77,results,9,0.4313766658306122
78,results,10,0.6615579128265381
79,results,11,0.42973774671554565
80,results,12,0.7891483306884766
81,results,13,0.46759524941444397
82,results,14,0.582987368106842
83,results,15,0.3193369507789612
84,results,16,0.7920023798942566
85,discussion,0,0.6971562504768372
86,discussion,1,0.5427036285400391
87,discussion,2,0.6941754817962646
88,discussion,3,0.5859276652336121
89,discussion,4,0.7766930460929871
90,discussion,0,0.6971562504768372
91,discussion,1,0.5427036285400391
92,discussion,2,0.6941754817962646
93,discussion,3,0.5859276652336121
94,discussion,4,0.7766930460929871
95,discussion,0,0.6971562504768372
96,discussion,1,0.5427036285400391
97,discussion,2,0.6941754817962646
98,discussion,3,0.5859276652336121
99,discussion,4,0.7766930460929871
100,discussion,0,0.6971562504768372
101,discussion,1,0.5427036285400391
102,limitations,0,0.6401185989379883
103,limitations,1,0.8146306276321411
104,limitations,2,0.747758150100708
105,limitations,3,0.4408268630504608
106,limitations,0,0.6401185989379883
107,limitations,1,0.8146306276321411
108,limitations,2,0.747758150100708
109,limitations,3,0.4408268630504608
110,limitations,0,0.6401185989379883
111,limitations,1,0.8146306276321411
112,limitations,2,0.747758150100708
113,limitations,3,0.4408268630504608
114,limitations,0,0.6401185989379883
115,limitations,1,0.8146306276321411
116,limitations,2,0.747758150100708
117,limitations,3,0.4408268630504608
118,limitations,0,0.6401185989379883
119,summary,0,0.3227263391017914
120,summary,1,0.667866587638855
121,summary,2,0.6292040944099426
122,summary,3,0.08163168281316757
123,summary,4,0.7609588503837585
124,summary,5,0.41823694109916687
125,summary,6,0.5781240463256836
126,summary,0,0.3227263391017914
127,summary,1,0.667866587638855
128,summary,2,0.6292040944099426
129,summary,3,0.08163168281316757
130,summary,4,0.7609588503837585
131,summary,5,0.41823694109916687
132,summary,6,0.5781240463256836
133,summary,0,0.3227263391017914
134,summary,1,0.667866587638855
135,summary,2,0.6292040944099426
136,conclusion,0,0.49584493041038513
137,conclusion,1,0.8614968657493591
138,conclusion,2,0.6175922155380249
139,conclusion,3,0.2028089016675949
140,conclusion,0,0.49584493041038513
141,conclusion,1,0.8614968657493591
142,conclusion,2,0.6175922155380249
143,conclusion,3,0.2028089016675949
144,conclusion,0,0.49584493041038513
145,conclusion,1,0.8614968657493591
146,conclusion,2,0.6175922155380249
147,conclusion,3,0.2028089016675949
148,conclusion,0,0.49584493041038513
149,conclusion,1,0.8614968657493591
150,conclusion,2,0.6175922155380249
151,conclusion,3,0.2028089016675949
152,conclusion,0,0.49584493041038513
